loss,acc,val_loss,val_acc,
2.3883414268493652,0.14297981966509232,0.591266930103302,0.24098454493417287,
2.335569381713867,0.23858594532703592,0.5753103494644165,0.27761877504293075,
2.2704381942749023,0.28939458995276945,0.5565221309661865,0.35718374356038923,
2.209118366241455,0.38557320738514383,0.5404998660087585,0.44876931883228394,
2.1569180488586426,0.43752683555173894,0.527775764465332,0.48483113909559244,
2.114283323287964,0.48361242307141833,0.5188614130020142,0.5134516313680595,
2.079174518585205,0.5103764133390583,0.51263427734375,0.527761877504293,
2.05716872215271,0.517675683412051,0.5063663125038147,0.5466514024041214,
2.0422565937042236,0.5246887075998282,0.5044492483139038,0.5352032054951346,
2.029789447784424,0.5301273794189209,0.501194179058075,0.5466514024041214,
2.0218610763549805,0.5361385430084442,0.49737250804901123,0.5678305666857469,
2.0162513256073,0.5455846572205525,0.4959655702114105,0.5781339439038351,
2.0042476654052734,0.5611850579647918,0.4916946291923523,0.5993131081854608,
1.9953075647354126,0.5676255903821382,0.48884180188179016,0.6101888952489983,
1.9824577569961548,0.5858022040933162,0.4847649037837982,0.6382369776760161,
1.9708141088485718,0.6019750966079863,0.4818113446235657,0.6451058958214081,
1.9553543329238892,0.6201517103191642,0.48054349422454834,0.6531196336576989,
1.951184868812561,0.6222985544582796,0.4797056317329407,0.6639954207212364,
1.939963459968567,0.6357521110634035,0.47463664412498474,0.6754436176302232,
1.935351014137268,0.6417632746529268,0.47221019864082336,0.683457355466514,
1.9228676557540894,0.6486331758980964,0.4712918996810913,0.6823125357756153,
1.922707200050354,0.643623872906827,0.4708369970321655,0.6920435031482541,
1.9160840511322021,0.6563618147989123,0.4691654443740845,0.6857469948483114,
1.9073450565338135,0.6580792901102047,0.46994853019714355,0.6840297653119634,
1.9067997932434082,0.6573636753971661,0.46646180748939514,0.6926159129937035,
1.9033693075180054,0.6616573636753972,0.4675038158893585,0.6857469948483114,
1.9042506217956543,0.6570774295119508,0.46488258242607117,0.7029192902117917,
1.895688772201538,0.6676685272649205,0.4642719030380249,0.6983400114481969,
1.891961693763733,0.6688135108057822,0.4630890190601349,0.7040641099026903,
1.8910073041915894,0.6676685272649205,0.46293121576309204,0.7057813394390383,
1.8917169570922852,0.6619436095606126,0.4630674719810486,0.7040641099026903,
1.8866623640060425,0.6716759696579362,0.46249139308929443,0.7069261591299371,
