loss,acc,val_loss,val_acc,
2.2075531482696533,0.3797699214365881,0.5137867331504822,0.5176668536174986,
2.0006561279296875,0.587682379349046,0.4887995719909668,0.6416152551878855,
1.9312736988067627,0.6447811447811448,0.48054587841033936,0.6483454851374089,
1.9063594341278076,0.6550224466891134,0.4769167900085449,0.6517106001121705,
1.8868045806884766,0.6732603815937149,0.47445687651634216,0.656758272574313,
1.8761382102966309,0.6823793490460157,0.4718606472015381,0.6735838474481212,
1.8652344942092896,0.6920594837261503,0.46900519728660583,0.6769489624228828,
1.8597297668457031,0.6938832772166106,0.467740535736084,0.6791923724060572,
1.8493280410766602,0.7013187429854096,0.46524304151535034,0.6937745372966909,
1.845327377319336,0.7097362514029181,0.4689459502696991,0.6758272574312956,
1.8381789922714233,0.7173120089786756,0.463809609413147,0.7005047672462142,
1.8254667520523071,0.7297979797979798,0.46091482043266296,0.7066741446999439,
